,UMAP_1,UMAP_2,labels
D28.1_1,2.419458777,5.398525079,alpha
D28.1_2,-16.46421564,-1.263448279,endothelial
D28.1_3,0.425052524,-3.764487903,delta
D28.1_4,6.742583394,-12.817578,beta
D28.1_13,-13.81844461,-3.70720927,duct
D28.1_15,6.798361898,6.64548095,alpha
D28.1_17,4.249091625,3.546020825,alpha
D28.1_26,-16.77472246,-1.06051008,endothelial
D28.1_29,3.102594972,6.734194596,alpha
D28.1_30,3.133137286,5.702204068,alpha
D28.1_37,-9.761175513,5.187077363,acinar
D28.1_38,-9.166633963,5.894672234,acinar
D28.1_39,5.659334302,3.094933589,alpha
D28.1_40,2.448359013,6.085874398,alpha
D28.1_41,1.049885273,5.702755292,alpha
D28.1_43,5.061896205,-6.195941608,beta
D28.1_49,-11.94644296,-2.722007196,beta
D28.1_50,-9.716050505,5.411755402,acinar
D28.1_51,3.862617731,7.55574878,alpha
D28.1_52,-12.85776651,-2.67603771,duct
D28.1_55,-8.420784354,4.664423545,acinar
D28.1_61,0.744227767,-3.814468066,delta
D28.1_62,-9.902927756,5.549532254,acinar
D28.1_63,5.563886285,5.379598935,alpha
D28.1_65,5.765970588,-10.16800849,beta
D28.1_66,-12.3660711,-2.585002105,duct
D28.1_67,-8.863475203,4.547437747,acinar
D28.1_68,-9.922724128,5.955753167,acinar
D28.1_73,-9.676468253,4.791151841,acinar
D28.1_74,-3.373247981,3.217686017,alpha
D28.1_75,1.130640388,7.086668809,alpha
D28.1_76,-4.242450595,1.129126836,pp
D28.1_77,-10.38722932,-2.903080146,duct
D28.1_80,-10.29744184,-2.807199399,duct
D28.1_85,-8.801627517,6.993408997,pp
D28.1_86,-9.297678351,4.009854634,acinar
D28.1_87,-8.477120757,7.866697152,acinar
D28.1_88,5.154248595,6.410496552,alpha
D28.1_89,0.508602739,-3.330154578,delta
D28.1_90,-12.6365875,-2.779556911,duct
D28.1_91,-10.44132555,-2.03904144,duct
D28.2_1,-8.883689284,5.980785687,acinar
D28.2_2,3.100352764,7.297850926,alpha
D28.2_4,-9.948193908,6.660728772,acinar
D28.2_5,3.043868303,7.060781319,alpha
D28.2_13,-9.678713202,-4.915076892,duct
D28.2_15,-9.7092489,6.405878384,acinar
D28.2_16,-12.99942243,-2.856105726,duct
D28.2_17,-12.84911478,-2.380081575,duct
D28.2_18,-7.961135268,8.007823785,acinar
D28.2_26,-12.29528654,-3.370702903,duct
D28.2_28,3.178419054,5.715731938,alpha
D28.2_29,-12.79350126,-3.639548938,duct
D28.2_37,-4.094179034,3.104852517,alpha
D28.2_38,7.269282937,-12.86007659,beta
D28.2_39,-9.07323873,6.976731618,acinar
D28.2_40,-12.59149587,-3.22567908,duct
D28.2_41,-3.710142016,8.652236302,mesenchymal
D28.2_42,-9.014374137,6.71835645,acinar
D28.2_43,2.70242416,5.08763345,alpha
D28.2_49,-8.884864211,3.842871506,acinar
D28.2_51,3.224923551,5.74914201,alpha
D28.2_52,3.063979984,5.467002709,alpha
D28.2_53,-9.475158095,3.63318332,acinar
D28.2_61,-10.21148431,6.445924123,acinar
D28.2_63,-4.422057032,3.263701279,pp
D28.2_64,-9.74729383,-4.63772599,duct
D28.2_65,2.640056282,5.944012482,alpha
D28.2_66,-14.80336893,-0.596500437,duct
D28.2_68,5.759344936,5.955926736,alpha
D28.2_73,7.928022504,-13.10361163,beta
D28.2_74,-9.242747664,5.033957799,acinar
D28.2_75,-10.69168603,4.4763604,acinar
D28.2_76,-16.39900339,-1.083888809,endothelial
D28.2_78,-8.844912886,3.324678261,beta
D28.2_79,-14.53333414,0.004504223,duct
D28.2_85,2.505749956,5.256572564,alpha
D28.2_86,-8.923924804,7.087457497,acinar
D28.2_87,-8.875295043,5.09104522,acinar
D28.2_89,-8.669732451,7.178331692,acinar
D28.2_90,-0.154383778,3.779349644,alpha
D28.2_91,-5.028982043,3.05762132,pp
D28.3_3,3.484903991,5.218732197,alpha
D28.3_4,-9.512355208,4.111315568,acinar
D28.3_5,2.620929837,7.746311028,alpha
D28.3_6,6.044672609,-11.38855521,beta
D28.3_7,2.962408841,6.091584046,alpha
D28.3_8,4.232519508,4.723220666,alpha
D28.3_13,1.840147913,5.729957421,alpha
D28.3_14,-5.059339404,3.092031319,pp
D28.3_15,3.481239021,6.635819752,alpha
D28.3_16,0.814307571,-3.788488071,delta
D28.3_17,-14.79507387,-0.647013109,duct
D28.3_18,-4.650064349,2.309294422,pp
D28.3_25,-9.6390661,6.548332055,acinar
D28.3_26,-9.054090857,5.312137921,acinar
D28.3_27,5.394261003,-13.13141505,beta
D28.3_28,-8.777169585,5.038638909,acinar
D28.3_29,-12.40748727,-3.167225997,duct
D28.3_30,7.564040303,-10.79058043,beta
D28.3_31,-7.423813224,8.047606786,acinar
D28.3_37,5.561403156,-13.17073695,beta
D28.3_38,3.124270618,5.741937955,alpha
D28.3_40,-9.124369025,5.31649812,acinar
D28.3_41,8.147810579,-12.946654,beta
D28.3_42,3.809574962,6.818904717,alpha
D28.3_43,-16.47000825,-0.990829031,endothelial
D28.3_44,-9.38514173,6.795696576,acinar
D28.3_49,-12.71398962,-3.26625077,duct
D28.3_50,-8.778773665,5.997568448,acinar
D28.3_51,-9.534231543,5.423353989,acinar
D28.3_52,-9.154661536,4.481598456,acinar
D28.3_53,-10.81399381,-4.411823909,duct
D28.3_54,-13.27036226,-3.371956985,duct
D28.3_55,3.999035001,3.028680165,alpha
D28.3_61,1.165773392,-2.888167302,delta
D28.3_62,-10.87800443,4.982162793,acinar
D28.3_63,-10.01849401,-4.680073421,duct
D28.3_64,2.37915203,7.885949452,alpha
D28.3_65,-9.703679442,5.67509063,acinar
D28.3_68,3.90503037,7.620223839,alpha
D28.3_69,3.187655598,7.117209752,alpha
D28.3_73,-12.28297651,-2.79296128,duct
D28.3_75,-10.00853956,5.52398475,acinar
D28.3_76,2.70284365,7.274226506,alpha
D28.3_77,-8.38134706,7.630946,acinar
D28.3_78,0.960419536,-3.232127588,delta
D28.3_79,2.723492311,6.09792455,alpha
D28.3_85,-9.709000945,6.322080929,acinar
D28.3_86,-13.48654878,-3.308281104,duct
D28.3_88,-14.72479379,0.250225325,duct
D28.3_89,7.842711568,-11.96096102,alpha
D28.3_90,-8.720211386,7.132060845,acinar
D28.3_91,-9.51249063,6.20562156,acinar
D28.3_92,2.231178969,5.303194363,alpha
D28.4_1,-14.67739809,0.282561053,duct
D28.4_3,-0.250622868,-6.600296657,delta
D28.4_4,-9.182944655,4.847232659,acinar
D28.4_13,3.15625009,6.334236939,alpha
D28.4_14,-2.496535182,8.443310101,duct
D28.4_15,3.9691571,4.409955819,alpha
D28.4_17,-9.857757926,6.023443539,acinar
D28.4_22,-13.85357797,-4.080687682,duct
D28.4_26,-4.80679357,3.061942656,pp
D28.4_27,3.109095454,5.490492184,alpha
D28.4_28,-9.921562552,3.662778218,duct
D28.4_29,1.664438129,5.529472192,alpha
D28.4_30,4.113598466,5.445959408,alpha
D28.4_31,8.459043622,-13.37686888,beta
D28.4_37,2.777118124,5.992210705,alpha
D28.4_38,-4.868283152,3.255902131,pp
D28.4_39,2.723327547,5.54810365,alpha
D28.4_40,-10.63624036,4.174714167,duct
D28.4_41,2.436041236,5.288879235,alpha
D28.4_43,-13.01508653,-3.4851772,duct
D28.4_49,-9.076448798,5.107215245,acinar
D28.4_50,-10.56823766,-3.53543822,duct
D28.4_51,-10.31584108,5.611878236,acinar
D28.4_52,-11.22042119,-4.704220454,duct
D28.4_53,-8.600192427,4.252259572,acinar
D28.4_54,-8.365638137,4.755112965,acinar
D28.4_55,-13.40581453,-2.92682759,duct
D28.4_56,1.76993525,5.412107785,alpha
D28.4_61,-8.798374533,4.980505307,acinar
D28.4_62,2.82873705,6.169926961,alpha
D28.4_63,-8.043417334,8.024379094,acinar
D28.4_65,3.017884255,5.573533375,alpha
D28.4_67,-10.99703157,4.943864663,acinar
D28.4_73,-9.882294059,-4.732582252,duct
D28.4_74,-13.1393646,-2.714858453,duct
D28.4_75,-9.388389945,3.652999718,duct
D28.4_76,2.380739749,4.843207677,alpha
D28.4_77,8.250417352,-13.16068236,beta
D28.4_78,-11.72832429,-2.26684777,duct
D28.4_85,-7.998824477,8.294570286,acinar
D28.4_86,-9.089981437,6.738357861,acinar
D28.4_87,4.157462001,7.400543053,alpha
D28.4_88,8.304116845,-12.37099807,alpha
D28.4_89,-9.108053565,4.234541733,acinar
D28.4_90,-4.482890487,3.3901666,pp
D28.4_91,-12.61338174,-4.315432708,duct
D29.1_1,5.262111545,8.203600724,alpha
D29.1_2,-16.56778276,-1.00501148,endothelial
D29.1_3,-0.711788297,-2.618106048,delta
D29.1_4,6.881564737,4.736350854,alpha
D29.1_6,6.396539808,4.204318602,alpha
D29.1_7,7.136640668,4.861969311,alpha
D29.1_8,5.672937274,-11.19197146,delta
D29.1_11,6.221813798,7.482154687,alpha
D29.1_12,-4.938860297,1.609903712,pp
D29.1_13,5.806157232,5.295392831,alpha
D29.1_15,-3.997314811,1.481849809,pp
D29.1_16,0.27479589,-4.988254707,delta
D29.1_17,6.786110997,4.763412316,alpha
D29.1_18,6.596153617,3.947918732,alpha
D29.1_19,6.19124353,7.552499135,alpha
D29.1_20,6.531067491,7.116077264,alpha
D29.1_21,5.966776967,-10.90428702,beta
D29.1_24,4.259517789,-10.23114459,beta
D29.1_26,6.795555711,3.832934935,alpha
D29.1_27,5.984711051,8.473444779,alpha
D29.1_29,6.658346772,5.975248177,alpha
D29.1_30,-3.493715167,1.510968704,pp
D29.1_32,6.924589753,6.955459435,alpha
D29.1_33,-0.165044904,-7.633225124,delta
D29.1_34,7.432629228,5.417055924,alpha
D29.1_35,-3.015226722,1.954897721,pp
D29.1_36,5.203850866,-8.420936267,beta
D29.1_37,5.258142352,8.59998687,alpha
D29.1_38,6.094163776,4.81825908,alpha
D29.1_39,5.227413535,-6.69522063,beta
D29.1_40,5.256007075,-11.59171836,beta
D29.1_41,6.825491548,7.573630173,alpha
D29.1_42,-0.436555505,-7.616038005,delta
D29.1_44,4.890685439,7.614715893,alpha
D29.1_45,-0.490077138,-2.730119626,delta
D29.1_46,7.038722158,6.311892827,alpha
D29.1_47,6.803727746,7.618461926,alpha
D29.1_48,5.033883691,-10.26907603,beta
D29.1_49,-0.708596587,-7.333892505,delta
D29.1_50,4.892815709,8.291123231,alpha
D29.1_51,5.955136419,7.037155469,alpha
D29.1_52,4.379838348,-11.30159442,beta
D29.1_53,4.224600434,-11.3706042,beta
D29.1_54,-11.97308481,-4.014447372,duct
D29.1_55,7.051543832,8.09835418,alpha
D29.1_56,-0.129294991,-2.80763952,delta
D29.1_57,0.246863723,-7.313806217,delta
D29.1_58,-5.088936686,2.166641433,pp
D29.1_59,5.153696895,7.823823769,alpha
D29.1_60,3.965978146,7.365654786,alpha
D29.1_61,-2.020823836,8.811751683,mesenchymal
D29.1_62,5.432108283,5.585185845,alpha
D29.1_65,-11.35302007,-2.136208932,duct
D29.1_66,-3.781228423,1.654054005,pp
D29.1_67,-4.753631472,2.876311619,pp
D29.1_68,-7.92480886,7.485517342,acinar
D29.1_69,7.766602159,7.034718354,alpha
D29.1_70,4.314450979,-10.44332759,beta
D29.1_71,-5.207260012,1.579324086,pp
D29.1_72,-5.266420245,2.408169348,pp
D29.1_73,-4.639175296,1.432346244,pp
D29.1_74,0.537669778,-2.726051729,delta
D29.1_75,5.571924091,-10.69812361,beta
D29.1_76,6.809324384,5.97281297,alpha
D29.1_77,5.315434337,-9.92510287,beta
D29.1_78,4.630872607,-12.68692652,beta
D29.1_79,5.57499063,-11.03393237,beta
D29.1_80,6.632246852,8.053600152,alpha
D29.1_81,4.047739506,-10.57837455,beta
D29.1_82,4.583617091,-10.06667105,beta
D29.1_83,-0.138364672,-2.876245658,delta
D29.1_84,4.754511237,-9.84670798,beta
D29.1_86,-4.742239833,2.175467808,pp
D29.1_87,7.038523793,5.299340089,alpha
D29.1_88,4.847236991,-11.83090464,beta
D29.1_89,5.295718312,8.275416215,alpha
D29.1_90,-5.234487414,2.33218189,pp
D29.1_92,3.916069985,-11.13851802,beta
D29.1_93,0.277500272,-3.848893802,delta
D29.1_94,4.933518291,-11.43609587,beta
D29.2_1,-2.352950454,8.766719182,mesenchymal
D29.2_3,3.824523568,6.827924092,alpha
D29.2_4,-0.115290284,-4.669771354,delta
D29.2_5,5.502685428,-11.83218161,beta
D29.2_6,6.034665466,7.376058896,alpha
D29.2_7,-10.58247697,-1.453324001,duct
D29.2_8,6.57133925,8.172467072,alpha
D29.2_9,-0.082259297,-2.625720184,delta
D29.2_10,-0.439376473,-7.330129306,delta
D29.2_11,4.353537679,-10.9403588,beta
D29.2_12,-10.55400121,-4.1591417,duct
D29.2_13,4.920292974,7.040540059,alpha
D29.2_15,6.169473529,4.421967585,alpha
D29.2_16,0.661176801,-7.270027797,delta
D29.2_18,4.916093469,-12.61642329,beta
D29.2_19,-5.046110511,2.383808453,pp
D29.2_20,4.722242236,-12.78948657,beta
D29.2_22,7.014707208,5.954615433,alpha
D29.2_24,4.210882902,-11.61190097,beta
D29.2_25,6.485837341,7.496004422,alpha
D29.2_26,4.670984864,-11.36781279,beta
D29.2_27,5.933014989,-11.96882598,beta
D29.2_28,6.239351392,7.183029015,alpha
D29.2_30,5.494337917,-10.79921977,beta
D29.2_31,6.400128007,4.377893765,alpha
D29.2_33,5.224238277,6.434993108,alpha
D29.2_34,-0.054863572,-3.609476726,delta
D29.2_35,6.357452512,6.856318791,alpha
D29.2_37,4.756319881,7.286004861,alpha
D29.2_38,6.65941608,8.006247361,alpha
D29.2_39,4.927135825,7.55424865,alpha
D29.2_41,6.564186692,7.147377808,alpha
D29.2_42,-4.857093692,1.865015705,pp
D29.2_43,-4.026094317,1.881691177,pp
D29.2_45,6.700622916,5.202511628,alpha
D29.2_46,-0.035489678,-2.787521045,delta
D29.2_47,-4.060666919,1.812257607,pp
D29.2_48,7.407155633,5.563796838,alpha
D29.2_49,-14.55834901,0.169214924,duct
D29.2_50,5.139014363,-12.00216452,beta
D29.2_51,7.651966691,6.874590714,alpha
D29.2_52,4.98828876,7.231406529,alpha
D29.2_53,4.824477792,-11.14804999,beta
D29.2_54,5.411001325,-6.831612747,duct
D29.2_56,4.620311499,-10.87100188,beta
D29.2_57,-10.56383932,-1.555531423,duct
D29.2_58,-4.195359587,1.947857459,pp
D29.2_59,-4.994261145,2.72295316,pp
D29.2_60,4.32392931,-9.764995258,beta
D29.2_61,-11.41134584,-4.098614375,duct
D29.2_62,5.303208709,-12.48115508,beta
D29.2_63,-10.40713632,-1.550798337,duct
D29.2_64,-5.017715335,1.90141948,pp
D29.2_65,-10.25655496,-3.077416818,duct
D29.2_66,4.477324128,-12.88410918,beta
D29.2_67,5.873649001,6.448022683,alpha
D29.2_68,-4.676596999,2.361463864,pp
D29.2_69,7.087796807,7.561003049,alpha
D29.2_70,5.190575004,-12.69343535,beta
D29.2_71,5.73566711,7.856673081,alpha
D29.2_72,4.68252337,-9.25978152,beta
D29.2_74,6.061616063,5.149053414,alpha
D29.2_75,6.736739755,7.391082604,alpha
D29.2_76,7.271918893,5.320617039,alpha
D29.2_78,-4.446461081,2.485909183,pp
D29.2_79,4.613288045,-11.03008429,beta
D29.2_80,5.450460792,-12.60977332,beta
D29.2_81,5.768110156,-12.65689532,beta
D29.2_82,0.155623794,-2.955197971,delta
D29.2_84,5.088687301,7.241764386,alpha
D29.2_87,-4.880633235,2.448820431,pp
D29.2_88,-11.44979703,-4.265212219,duct
D29.2_89,5.063453794,-11.93787162,beta
D29.2_90,6.663517118,6.473242123,alpha
D29.2_91,7.380457521,7.104591687,alpha
D29.2_92,-4.861345172,1.418021102,pp
D29.2_93,4.762959838,7.042363007,alpha
D29.2_94,6.394915939,5.362417062,alpha
D29.3_1,-3.421325564,1.396098335,pp
D29.3_3,6.42182672,4.055135806,alpha
D29.3_5,6.056310773,-11.54460494,beta
D29.3_6,-7.405967116,7.166576703,acinar
D29.3_7,4.202705741,-11.7667195,beta
D29.3_8,-0.540115714,-3.317475955,delta
D29.3_9,0.297976613,-3.491179149,delta
D29.3_11,-0.666305661,-7.591409366,delta
D29.3_12,-13.01550519,-3.236619632,beta
D29.3_13,0.697767616,-3.463402431,delta
D29.3_15,-4.727478385,1.7467223,pp
D29.3_16,-3.601035476,1.458380242,pp
D29.3_17,-11.39535844,-3.204630773,duct
D29.3_18,7.112880349,5.215516885,alpha
D29.3_21,4.948687434,-11.42530696,beta
D29.3_22,6.377143979,5.829889615,alpha
D29.3_23,4.44630909,-9.339259784,beta
D29.3_24,4.614697457,-12.81592719,beta
D29.3_25,6.024678588,3.755625327,alpha
D29.3_28,5.751010537,-10.87442271,beta
D29.3_29,6.37904799,7.937481721,alpha
D29.3_30,5.979314208,6.901354153,alpha
D29.3_31,5.68526876,5.211158593,alpha
D29.3_32,-4.725448489,2.614015658,pp
D29.3_33,6.714988828,7.271080334,alpha
D29.3_34,6.905533433,6.77030452,alpha
D29.3_36,4.864203334,-7.841783206,beta
D29.3_37,7.861094117,-11.93845526,beta
D29.3_38,5.790659785,8.675903638,alpha
D29.3_39,5.120873571,-12.42189376,beta
D29.3_40,6.222041488,6.306871255,alpha
D29.3_42,6.021412254,7.573377927,alpha
D29.3_43,0.176946759,-2.823154847,delta
D29.3_44,-4.947462916,1.74490412,pp
D29.3_45,-0.539953351,-6.857866924,delta
D29.3_47,5.278665424,7.568053086,alpha
D29.3_48,4.940420985,-8.676454227,beta
D29.3_49,6.037191987,7.984063466,alpha
D29.3_51,4.112555027,-10.85437457,beta
D29.3_52,4.475303889,-11.0746123,beta
D29.3_53,6.182527423,4.82181247,alpha
D29.3_54,5.895798087,7.414568742,alpha
D29.3_56,7.133530736,7.690749963,alpha
D29.3_57,-0.144251227,-3.283702056,delta
D29.3_58,0.710939646,-3.366819541,delta
D29.3_59,4.808395505,-12.19767539,beta
D29.3_60,5.660890699,7.47938474,alpha
D29.3_61,5.458308816,-11.42634932,beta
D29.3_64,4.628147721,-10.05160014,beta
D29.3_66,7.417132974,7.406647999,alpha
D29.3_68,4.857292533,-7.387005489,beta
D29.3_69,-0.777956366,-7.212197463,delta
D29.3_71,-3.337774634,2.367588957,pp
D29.3_72,6.719555974,7.322971661,alpha
D29.3_73,-2.042497992,8.960141499,mesenchymal
D29.3_74,5.008782268,7.770026524,alpha
D29.3_76,6.039331794,5.138157685,alpha
D29.3_77,7.397453427,7.245258649,alpha
D29.3_78,5.17857039,-13.11905352,beta
D29.3_79,5.78378737,6.006588776,alpha
D29.3_81,7.29816401,6.605615933,alpha
D29.3_82,-0.969543576,-7.458642642,delta
D29.3_83,5.699238658,-6.874136607,beta
D29.3_84,5.646343351,4.749902089,alpha
D29.3_85,-0.313722014,-3.634115855,delta
D29.3_86,4.557032108,-10.55063502,beta
D29.3_87,4.442275167,-11.51577632,beta
D29.3_92,5.593221545,7.127671082,alpha
D29.3_93,5.868507981,5.975415547,alpha
D29.3_94,4.496802926,-9.569463413,beta
D29.4_2,5.565571904,6.083741505,alpha
D29.4_3,-3.455539584,1.808039625,pp
D29.4_4,-4.919050574,1.766720731,pp
D29.4_5,6.438529134,3.941656192,alpha
D29.4_6,-4.573796153,2.971019347,pp
D29.4_8,-2.139651179,8.070409615,mesenchymal
D29.4_9,6.223443628,4.897260983,alpha
D29.4_12,5.307772756,5.46640857,alpha
D29.4_13,6.03545773,4.884713013,alpha
D29.4_15,5.764783979,5.018960793,alpha
D29.4_16,6.155252338,4.206315596,alpha
D29.4_17,-0.314357638,-3.487389724,delta
D29.4_18,5.444928289,7.55308326,alpha
D29.4_19,4.830994725,-8.66523997,beta
D29.4_20,-3.626224398,2.046005447,pp
D29.4_22,6.143538594,5.012382348,alpha
D29.4_23,5.274315,-8.397866885,beta
D29.4_25,3.210625827,8.49255832,alpha
D29.4_26,6.066892505,5.319242795,alpha
D29.4_27,5.083578468,-10.86185614,beta
D29.4_28,5.381818652,6.949992497,alpha
D29.4_29,7.350236535,5.977891286,alpha
D29.4_30,5.727468133,6.05225261,alpha
D29.4_31,4.499783874,-11.93996875,beta
D29.4_33,5.211558461,5.403162797,alpha
D29.4_34,6.846934915,5.588905652,alpha
D29.4_35,3.895981074,5.018804391,alpha
D29.4_38,6.678579688,5.80232652,alpha
D29.4_39,4.196430564,-10.35108153,beta
D29.4_41,0.140160203,-3.168765466,delta
D29.4_42,4.613031984,-9.621625583,beta
D29.4_43,-0.404888511,-7.414929073,delta
D29.4_44,4.317358017,-10.83534495,beta
D29.4_45,-11.5819658,-3.563106696,duct
D29.4_46,5.537634731,8.460192998,alpha
D29.4_47,-9.958669066,-4.840158622,duct
D29.4_48,-4.47423923,1.673349996,pp
D29.4_49,7.758834958,5.909766991,alpha
D29.4_50,4.489578963,7.963121255,alpha
D29.4_51,5.883509278,7.406910737,alpha
D29.4_52,4.173748493,-10.4380633,beta
D29.4_53,5.170184255,7.778408368,alpha
D29.4_55,6.718253732,7.279108365,alpha
D29.4_56,5.776862502,3.700416167,alpha
D29.4_57,5.419332624,7.299536545,alpha
D29.4_58,5.255520463,4.280609448,alpha
D29.4_59,4.297992587,-12.11843173,beta
D29.4_60,4.775365472,7.493767579,alpha
D29.4_61,5.453112006,7.439031918,alpha
D29.4_62,5.716343284,8.199006398,alpha
D29.4_63,6.128739,-11.11494128,beta
D29.4_64,0.12401855,-2.748471658,delta
D29.4_65,6.290274263,6.244226296,alpha
D29.4_66,4.71969831,7.02710088,alpha
D29.4_67,4.685073734,-8.776554744,beta
D29.4_68,6.500076413,6.368009885,alpha
D29.4_70,5.924729228,5.999602158,alpha
D29.4_72,6.25075686,4.675259192,alpha
D29.4_73,7.042093396,-10.72810046,beta
D29.4_74,4.871320367,7.163787205,alpha
D29.4_75,6.982980848,6.388428052,alpha
D29.4_77,6.360516429,5.279744466,alpha
D29.4_79,4.436055899,-9.356012027,beta
D29.4_80,7.723221898,6.029545148,alpha
D29.4_81,0.140627265,-2.403471868,delta
D29.4_82,-2.004409671,8.374273141,mesenchymal
D29.4_83,0.071126819,-3.280155341,delta
D29.4_84,-1.27249825,3.23640259,epsilon
D29.4_85,5.207398057,7.108846028,alpha
D29.4_86,-3.954285979,1.999719341,pp
D29.4_88,3.993185759,-10.64199225,beta
D29.4_90,-0.524578929,-7.439554851,delta
D29.4_92,3.897077203,-10.8879439,beta
D29.4_93,6.998950601,7.265044053,alpha
D29.4_94,6.669904113,-12.59903495,beta
D29.5_3,7.546026349,6.235657532,alpha
D29.5_6,-5.077044368,2.3352681,pp
D29.5_7,6.695258737,4.946713288,alpha
D29.5_8,7.586403489,6.049456914,alpha
D29.5_10,4.501847744,-11.38903872,beta
D29.5_11,6.980526567,8.047292073,alpha
D29.5_12,5.10191977,-10.64687697,beta
D29.5_14,5.340205074,-11.30833976,beta
D29.5_17,7.749566674,6.682738621,alpha
D29.5_18,6.349513412,5.465318997,alpha
D29.5_19,5.715914846,8.321739037,alpha
D29.5_20,4.981451392,-9.194276492,beta
D29.5_21,4.699867368,-10.15802829,beta
D29.5_22,4.99731195,-9.687189739,beta
D29.5_23,4.609413982,-12.4090325,beta
D29.5_24,6.005829692,8.197047551,alpha
D29.5_30,5.358292699,-13.12350814,beta
D29.5_31,6.548756957,5.355924924,alpha
D29.5_32,0.940389395,-7.230272929,delta
D29.5_33,6.782906175,7.265659173,alpha
D29.5_34,4.484432101,-10.04035537,beta
D29.5_35,5.955319047,6.024055798,alpha
D29.5_36,0.696047425,-7.078723113,delta
D29.5_37,5.245550275,-10.89384619,beta
D29.5_39,6.774796605,8.001513322,alpha
D29.5_40,4.517414808,-11.39777056,beta
D29.5_43,7.580898881,7.845997174,beta
D29.5_44,6.925827146,4.071312983,alpha
D29.5_46,3.790773392,7.102169831,alpha
D29.5_47,0.397828222,-3.576791446,delta
D29.5_48,4.974295259,-12.94174067,beta
D29.5_49,5.03703773,8.543567498,alpha
D29.5_51,-3.376325011,1.781191547,pp
D29.5_52,4.818831802,-10.30795447,beta
D29.5_53,4.725646377,-10.25391261,beta
D29.5_54,7.173436284,7.329174359,alpha
D29.5_55,4.268024087,-10.18856684,beta
D29.5_56,6.081223369,8.822126706,alpha
D29.5_57,5.618752361,7.99143966,alpha
D29.5_58,5.063264966,-10.22582022,beta
D29.5_59,7.071132779,7.114771207,alpha
D29.5_60,4.756266236,-12.61487071,beta
D29.5_61,4.987616658,-11.39596431,beta
D29.5_62,4.97130549,-13.08020751,beta
D29.5_63,4.866492152,-8.931271236,beta
D29.5_64,-10.24575746,-1.866338413,duct
D29.5_65,6.329156757,8.043193658,alpha
D29.5_66,-0.292014956,-2.646514337,delta
D29.5_67,6.285023332,8.041069348,alpha
D29.5_68,6.448896766,7.515353997,alpha
